iterations,max_attempts,pop,mutation,best_fitness,time
175,100,100,0.05,71.0,2.5451953411102295
175,100,100,0.1,71.0,2.0508816242218018
175,100,100,0.2,64.0,2.0166430473327637
175,100,200,0.05,77.0,4.348758697509766
175,100,200,0.1,69.0,4.7065112590789795
175,100,200,0.2,66.0,4.921840667724609
180,100,100,0.05,71.0,2.308091402053833
180,100,100,0.1,71.0,1.8912007808685303
180,100,100,0.2,64.0,1.9078989028930664
180,100,200,0.05,77.0,4.4715657234191895
180,100,200,0.1,69.0,4.865983963012695
180,100,200,0.2,66.0,5.482527017593384
185,100,100,0.05,71.0,2.395634651184082
185,100,100,0.1,71.0,1.9893944263458252
185,100,100,0.2,64.0,2.156233549118042
185,100,200,0.05,77.0,4.320933103561401
185,100,200,0.1,69.0,4.915371656417847
185,100,200,0.2,66.0,5.461043119430542
190,100,100,0.05,71.0,2.5282394886016846
190,100,100,0.1,71.0,1.882965326309204
190,100,100,0.2,64.0,1.9188697338104248
190,100,200,0.05,77.0,4.5495452880859375
190,100,200,0.1,69.0,5.290048837661743
190,100,200,0.2,66.0,5.775075197219849
195,100,100,0.05,75.0,2.8300111293792725
195,100,100,0.1,71.0,2.1715447902679443
195,100,100,0.2,64.0,2.226032018661499
195,100,200,0.05,77.0,4.6842286586761475
195,100,200,0.1,69.0,5.521335124969482
195,100,200,0.2,66.0,6.043337345123291
200,100,100,0.05,75.0,2.857360363006592
200,100,100,0.1,71.0,2.013307571411133
200,100,100,0.2,64.0,1.9145536422729492
200,100,200,0.05,77.0,4.468418836593628
200,100,200,0.1,69.0,5.801774024963379
200,100,200,0.2,66.0,6.209688663482666
205,100,100,0.05,75.0,2.694711208343506
205,100,100,0.1,71.0,2.1838061809539795
205,100,100,0.2,64.0,2.0076637268066406
205,100,200,0.05,77.0,4.494608402252197
205,100,200,0.1,69.0,5.707262277603149
205,100,200,0.2,66.0,6.139961242675781
210,100,100,0.05,75.0,2.8221611976623535
210,100,100,0.1,71.0,2.122382164001465
210,100,100,0.2,64.0,1.972761631011963
210,100,200,0.05,77.0,4.726702928543091
210,100,200,0.1,69.0,6.316023826599121
210,100,200,0.2,66.0,6.358189582824707
215,100,100,0.05,75.0,3.221572160720825
215,100,100,0.1,71.0,2.132397174835205
215,100,100,0.2,64.0,2.065477132797241
215,100,200,0.05,77.0,4.702950477600098
215,100,200,0.1,69.0,6.747491359710693
215,100,200,0.2,66.0,6.161070823669434
220,100,100,0.05,75.0,3.4387640953063965
220,100,100,0.1,71.0,1.9684736728668213
220,100,100,0.2,64.0,2.144702196121216
220,100,200,0.05,77.0,5.868422269821167
220,100,200,0.1,69.0,6.32801079750061
220,100,200,0.2,66.0,6.6693644523620605
225,100,100,0.05,75.0,2.884991407394409
225,100,100,0.1,71.0,2.4277801513671875
225,100,100,0.2,64.0,2.480694055557251
225,100,200,0.05,77.0,5.163951635360718
225,100,200,0.1,69.0,8.916160821914673
225,100,200,0.2,66.0,6.573056936264038
230,100,100,0.05,75.0,3.0913188457489014
230,100,100,0.1,71.0,2.2393739223480225
230,100,100,0.2,64.0,2.1253178119659424
230,100,200,0.05,77.0,5.502028226852417
230,100,200,0.1,69.0,6.326812982559204
230,100,200,0.2,66.0,6.400781154632568
235,100,100,0.05,75.0,3.3693933486938477
235,100,100,0.1,71.0,2.0894224643707275
235,100,100,0.2,64.0,2.342982530593872
235,100,200,0.05,77.0,4.448662996292114
235,100,200,0.1,69.0,6.5658674240112305
235,100,200,0.2,66.0,6.474758625030518
240,100,100,0.05,75.0,3.290189266204834
240,100,100,0.1,71.0,1.9856107234954834
240,100,100,0.2,64.0,2.0213782787323
240,100,200,0.05,77.0,4.535590887069702
240,100,200,0.1,69.0,6.616997718811035
240,100,200,0.2,66.0,6.390606164932251
245,100,100,0.05,75.0,3.314138889312744
245,100,100,0.1,71.0,1.962752103805542
245,100,100,0.2,64.0,2.0375523567199707
245,100,200,0.05,77.0,4.337403059005737
245,100,200,0.1,69.0,6.7816362380981445
245,100,200,0.2,66.0,6.531821250915527
