algorithm,restarts,pop_size,mutation_prob,max_iters,learning_rate,layers,activation,early_stopping,train_error,test_error,time_elapsed,iterations,fitness
simulated_annealing,0,200,0.1,10,0.05,[10],relu,False,0.2983333333333333,0.2921111111111111,0.7386376857757568,10,-24.209197727321357
simulated_annealing,0,200,0.1,20,0.05,[10],relu,False,0.341,0.337,1.2581310272216797,20,-22.654916362661403
simulated_annealing,0,200,0.1,30,0.05,[10],relu,False,0.2427142857142857,0.23977777777777776,1.688704252243042,30,-26.27886779492113
simulated_annealing,0,200,0.1,40,0.05,[10],relu,False,0.294,0.2946666666666667,2.4397294521331787,40,-24.64892290922664
simulated_annealing,0,200,0.1,50,0.05,[10],relu,False,0.7769523809523811,0.7763333333333333,2.898402214050293,50,-7.70006089012462
simulated_annealing,0,200,0.1,60,0.05,[10],relu,False,0.4713809523809524,0.4687777777777778,4.285872936248778,60,-18.302107328378728
simulated_annealing,0,200,0.1,70,0.05,[10],relu,False,0.7611904761904762,0.7604444444444445,4.6813180446624765,70,-8.212888888088264
simulated_annealing,0,200,0.1,80,0.05,[10],relu,False,0.5181904761904762,0.5163333333333333,5.1055896282196045,80,-17.1403187565466
simulated_annealing,0,200,0.1,90,0.05,[10],relu,False,0.5401428571428571,0.5387777777777778,6.275233030319214,90,-15.957146863702473
simulated_annealing,0,200,0.1,100,0.05,[10],relu,False,0.3657142857142857,0.3706666666666665,6.532428503036499,100,-22.285841321881307
simulated_annealing,0,200,0.1,110,0.05,[10],relu,False,0.7786666666666666,0.7787777777777778,7.247144460678101,110,-7.6434462940421595
simulated_annealing,0,200,0.1,120,0.05,[10],relu,False,0.3102380952380953,0.30922222222222223,7.5471155643463135,120,-24.259325553123173
simulated_annealing,0,200,0.1,130,0.05,[10],relu,False,0.2353809523809524,0.237,8.426805257797241,130,-26.424469254264363
simulated_annealing,0,200,0.1,140,0.05,[10],relu,False,0.7726666666666666,0.7735555555555556,8.957256555557253,140,-7.86504526503605
simulated_annealing,0,200,0.1,150,0.05,[10],relu,False,0.7643809523809524,0.7623333333333333,9.047589063644411,150,-8.15945233359679
simulated_annealing,0,200,0.1,160,0.05,[10],relu,False,0.5722857142857143,0.5764444444444444,10.288342237472532,160,-15.685647562808757
simulated_annealing,0,200,0.1,170,0.05,[10],relu,False,0.4975714285714286,0.4964444444444445,10.817976236343384,170,-17.62365975246781
simulated_annealing,0,200,0.1,180,0.05,[10],relu,False,0.6808095238095239,0.6761111111111111,11.822779178619385,180,-11.302406513271224
simulated_annealing,0,200,0.1,190,0.05,[10],relu,False,0.7637142857142857,0.7663333333333333,12.314791440963745,190,-9.171832196605264
