iterations,max_attempts,pop,mutation,best_fitness,time
225,100,200,0.05,66.0,6.073571443557739
225,100,200,0.1,33.0,3.7380053997039795
225,100,200,0.2,35.0,8.991000175476074
230,100,100,0.05,66.0,3.5046281814575195
230,100,100,0.1,39.0,3.43980073928833
230,100,100,0.2,36.0,2.8304314613342285
230,100,200,0.05,66.0,6.468755483627319
230,100,200,0.1,33.0,3.86542010307312
230,100,200,0.2,35.0,9.222588777542114
235,100,100,0.05,66.0,3.7547173500061035
235,100,100,0.1,39.0,3.439804792404175
235,100,100,0.2,36.0,2.7795727252960205
235,100,200,0.05,66.0,6.17050576210022
235,100,200,0.1,33.0,3.797834634780884
235,100,200,0.2,35.0,9.548473358154297
240,100,100,0.05,66.0,3.5315566062927246
240,100,100,0.1,39.0,3.507620096206665
240,100,100,0.2,36.0,2.7915291786193848
240,100,200,0.05,66.0,6.1565351486206055
240,100,200,0.1,33.0,4.0701189041137695
240,100,200,0.2,35.0,10.444165468215942
245,100,100,0.05,66.0,3.528566360473633
245,100,100,0.1,39.0,3.4617440700531006
245,100,100,0.2,36.0,2.8972957134246826
245,100,200,0.05,66.0,6.216377258300781
245,100,200,0.1,33.0,3.830756425857544
245,100,200,0.2,35.0,9.961365938186646
