trial,n_iter,gamma,alpha,alpha_decay,alpha_min,epsilon,epsilon_decay,epsilon_min,time,vi_pi_error,vi_error,pi_error,mean_v
4.0,10273.0,0.9342088154088241,0.9921112809670858,0.9996418844702072,0.07210376724062148,0.7628602019936299,0.9992059044784672,0.5335750840908411,5.025526285171509,0.06631400495402981,66093.84798102264,66093.91429502759,24011.569906956767
5.0,10691.0,0.7719553350824575,0.4855848160964266,0.9993937947607489,0.0804040804942902,0.5586413246130442,0.9997759533991232,0.07370841341006815,5.304810523986816,0.06631400495402981,66179.55377570812,66179.62008971309,18229.624892567394
6.0,10084.0,0.6436881422434712,0.3380421042208299,0.9996369558892282,0.2822375672168204,0.8622707594541237,0.9995504052251104,0.7878174342484114,5.590017080307007,0.06631400495402981,66202.49159346231,66202.55790746727,16151.26977003826
7.0,11510.0,0.6885054727247378,0.6948964326783504,0.9992387232016686,0.15437772892468826,0.8329071288557993,0.9998698618267386,0.8399380629608115,3.865689039230346,0.06631400495402981,66240.94764519056,66241.01395919552,13128.455489385171
8.0,11006.0,0.9667420784363464,0.22172632045161625,0.9997663171039928,0.20269177238438546,0.8975907841617909,0.9996543370579714,0.061232828548934526,6.155536890029907,0.06631400495402981,65566.26910394088,65566.33541794581,58087.76523675943
9.0,10946.0,0.5370518720416386,0.3840517008136659,0.9997539481256156,0.08797727500978046,0.6983624000627913,0.9998388758845276,0.8760930215675479,5.712755918502808,0.06631400495402981,66291.59602295312,66291.66233695805,9030.155687455894
10.0,10268.0,0.93358213585212,0.7073009858077806,0.9993434365241766,0.04744755393918144,0.837015241351019,0.9998751493735601,0.4762295371905778,3.318158864974976,0.06631400495402981,66250.24882928308,66250.31514328803,11463.946645586646
11.0,10272.0,0.9863281493890644,0.7844209190024747,0.9997146267205363,0.16342481634266295,0.9400313176151074,0.9996009783452641,0.8334964960214883,4.546480178833008,0.06631400495402981,65970.35961338451,65970.42592738947,29626.982718354328
12.0,10643.0,0.9566112861557684,0.9204472559692328,0.9996078901063344,0.195619755117472,0.5870607142445314,0.9995048720011014,0.4235251694720519,5.237987518310547,0.06631400495402981,65807.75312522307,65807.81943922803,41241.88013905922
13.0,10228.0,0.8113485687386552,0.4735532911987322,0.9996241275065236,0.18538204965705427,0.8818360662541063,0.9990279552680332,0.8560260707796761,3.2067220211029053,0.06631400495402981,66188.75565144609,66188.82196545106,14543.562835399978
14.0,10117.0,0.8760212623107677,0.5225589958135066,0.9998590370559454,0.006187103739301279,0.8486250745145993,0.9996485182511512,0.6288041771087158,5.166178464889526,0.06631400495402981,66237.06635976366,66237.1326737686,16051.603741022895
15.0,10723.0,0.9490922452836474,0.9838135886537978,0.9998952872372552,0.06500265599688519,0.9091154004060163,0.9998149390836628,0.5516029031334095,5.415481805801392,0.06631400495402981,65926.85667579432,65926.92298979928,44225.70368887635
16.0,10670.0,0.7205633644385899,0.6814649671562818,0.9998483992775018,0.08832889007132656,0.6851500523537774,0.9998424675094816,0.5297784640571342,3.2273669242858887,0.06631400495402981,66225.78474146152,66225.85105546647,15984.926258019015
17.0,10588.0,0.5512473288770052,0.3718062957635316,0.9996157473139672,0.2598504842834342,0.7901201905545284,0.9998884291859436,0.5251365066842889,6.071795701980591,0.06631400495402981,66229.32420155415,66229.39051555909,15745.726195819769
18.0,10771.0,0.4662611482120879,0.4539346127004417,0.9997605257221605,0.13851996370003372,0.6192459953099274,0.9993596940369148,0.5745895878154904,3.5335841178894043,0.06631400495402981,66278.67537658967,66278.74169059463,10356.303421832316
19.0,10127.0,0.758909943539755,0.3075453419336774,0.9998415124021306,0.1693624494892126,0.8828881633665745,0.9998292717320946,0.3939960256183874,4.296508312225342,0.06631400495402981,66166.52712997151,66166.59344397647,16725.849873153238
0.0,10329.0,0.5998492881439319,0.8421943135781342,0.9991081124493773,0.2138666605602849,0.7045162420152814,0.9993459342909466,0.8645034446746703,6.082741498947144,0.06631400495402981,66227.49528276031,66227.56159676527,15043.520899528985
1.0,11060.0,0.698110555216723,0.4890176016965464,0.9996997433856196,0.10127514073385907,0.834658665850476,0.9993364313872366,0.8057069854376429,5.710763692855835,0.06631400495402981,66241.62510652072,66241.69142052569,12499.843771708069
2.0,11767.0,0.9342150930526614,0.8288856488209999,0.9996452487867572,0.09894012487523514,0.6974467703690082,0.9998821863863387,0.1840037648357941,3.78287935256958,0.06631400495402981,66028.49222099103,66028.558534996,31356.720139721205
3.0,10078.0,0.8081682097822478,0.7640809493175436,0.9997125734075794,0.2013607041454888,0.8868149773848513,0.9998626336294832,0.4151930790434961,5.440451383590698,0.06631400495402981,66077.05133786629,66077.11765187125,23614.116055487408
4.0,10350.0,0.5238265460597156,0.6896073371556162,0.9998062400980692,0.28001269496872866,0.6234043434646273,0.9997015352436333,0.2056709387438709,4.2067086696624765,0.06631400495402981,66238.22620526612,66238.29251927105,15080.252974510193
5.0,11034.0,0.8746500164756974,0.5663456917256204,0.9997892333538412,0.09555898141596532,0.9452402686106678,0.9994551862121874,0.6633718102317285,4.899931192398071,0.06631400495402981,66160.63487829833,66160.70119230327,19358.771910647632
6.0,10903.0,0.5104025636534375,0.3578700313034624,0.999247061770018,0.23088739718539125,0.9726152791653062,0.9996672692902648,0.21679155357229188,4.636045455932617,0.06631400495402981,66244.51427311084,66244.5805871158,14471.58430073239
7.0,11067.0,0.6141738560472774,0.6825702721901019,0.9998198297320756,0.05523074251605302,0.8503296181586323,0.9996234960651548,0.7315155730492132,7.505403757095338,0.06631400495402981,66266.3959044375,66266.46221844245,12896.407785944519
8.0,11096.0,0.7341938820487913,0.6264218408459362,0.9996123834589112,0.12902188168125636,0.7998274952047635,0.999401170274708,0.007415476516285645,4.013301134109497,0.06631400495402981,66177.44013585248,66177.50644985744,19941.83260687941
9.0,10653.0,0.4785635342609091,0.7358736723650556,0.9998320598591048,0.20676246482426905,0.5941114026277213,0.9995801189222048,0.6437782097859011,4.084113836288451,0.06631400495402981,66261.25432837286,66261.3206423778,12952.203025321036
10.0,11065.0,0.4990479857665802,0.7369673058397812,0.9998534164293076,0.01584469122550871,0.5450042159745301,0.9994562274684224,0.8121099791879718,7.8753602504730225,0.06631400495402981,66296.87084166506,66296.93715567004,10870.03579083918
11.0,10381.0,0.7857900412342942,0.2397513693401285,0.9997378707505781,0.14894023368842954,0.6372256074537868,0.9992410300361892,0.09209311423509756,5.4750187397003165,0.06631400495402981,66113.17167619841,66113.23799020336,23514.953529587143
12.0,11017.0,0.9037409779707404,0.8362645013894041,0.9998366501770264,0.1786599530489699,0.8183719148514349,0.9998383171702776,0.3115033822821925,6.071723699569702,0.06631400495402981,65856.5276212405,65856.59393524543,46140.31855309206
13.0,11095.0,0.7999541181426131,0.6991081480269927,0.999542320321636,0.10025551053571244,0.7324758840570059,0.999455616432985,0.0596592698008683,5.413553476333618,0.06631400495402981,66108.29938038734,66108.3656943923,24749.52480684912
14.0,11079.0,0.6353914918447324,0.43423779809752977,0.9991492381108756,0.245698859786226,0.8713546566798241,0.9997891936613428,0.23420280182888084,5.253983736038208,0.06631400495402981,66199.4995230419,66199.56583704686,18699.341548993965
15.0,10103.0,0.4687766871599742,0.7015525692304838,0.9996354176900324,0.2719809638730708,0.7532417407252752,0.9994806937513194,0.22345529914147907,4.991684436798097,0.06631400495402981,66253.48966015184,66253.5559741568,13890.477474529564
16.0,10729.0,0.6019192096757067,0.6013050036720502,0.9996909266565088,0.12082186773120684,0.8987334228619009,0.9996277312569379,0.658578002216116,6.470227718353272,0.06631400495402981,66252.23753447643,66252.30384848137,12159.597405091814
17.0,10175.0,0.935851880972563,0.4176818512709876,0.9996699291716848,0.07776291081830612,0.5541149151776292,0.9998219242006796,0.6194109083228033,4.502993822097778,0.06631400495402981,66181.22591059913,66181.2922246041,14523.229878444687
18.0,10342.0,0.7414345832241269,0.43609217560125,0.9995887079486404,0.08050238741617324,0.7334111153083294,0.9996761618730872,0.5811872924012579,4.5677690505981445,0.06631400495402981,66252.9689758009,66253.03528980586,10361.999530387884
19.0,10419.0,0.8750133273761018,0.23686091465133308,0.9993231757803258,0.09693243685646266,0.6258111808706417,0.9997268277231952,0.034869470714038266,3.6063547134399414,0.06631400495402981,66172.29493468872,66172.36124869366,14932.894063739228
